location,date,total_cases,new_cases
Lithuania,2022-10-18,1261650,0
Low-income countries,2022-10-18,1876342,0
Lower-middle-income countries,2022-10-18,90550970,0
Luxembourg,2022-10-18,342557,0
Madagascar,2022-10-18,66687,0
Malawi,2022-10-18,88057,0
Malaysia,2022-10-18,4865480,0
Maldives,2022-10-18,185194,0
Mali,2022-10-18,32706,0
Malta,2022-10-18,115014,0
Marshall Islands,2022-10-18,15362,0
Martinique,2022-10-18,223292,0
Mauritania,2022-10-18,63045,0
Mauritius,2022-10-18,264384,0
Mayotte,2022-10-18,40297,0
Mexico,2022-10-18,7127083,0
Micronesia (country),2022-10-18,21815,0
Moldova,2022-10-18,592535,0
Monaco,2022-10-18,15340,0
Mongolia,2022-10-18,983988,0
Montenegro,2022-10-18,241296,0
Montserrat,2022-10-18,1403,0
Morocco,2022-10-18,1265201,0
Mozambique,2022-10-18,230401,0
Myanmar,2022-10-18,628577,0
Namibia,2022-10-18,169882,0
Nauru,2022-10-18,4610,0
Nepal,2022-10-18,1000151,0
Netherlands,2022-10-18,8485278,0
New Caledonia,2022-10-18,74347,0
New Zealand,2022-10-18,1797063,0
Nicaragua,2022-10-18,15120,0
Niger,2022-10-18,9416,0
Nigeria,2022-10-18,265937,0
Niue,2022-10-18,83,0
North America,2022-10-18,115105509,0
North Korea,2022-10-18,0,0
North Macedonia,2022-10-18,343635,0
Northern Mariana Islands,2022-10-18,13171,0
Norway,2022-10-18,1464060,0
Oceania,2022-10-18,12221493,0
Oman,2022-10-18,398689,0
Pakistan,2022-10-18,1572972,0
Palau,2022-10-18,5490,0
Palestine,2022-10-18,703014,0
Panama,2022-10-18,989005,0
Papua New Guinea,2022-10-18,45252,0
Paraguay,2022-10-18,717260,0
Peru,2022-10-18,4150121,0
Philippines,2022-10-18,3980644,0
Pitcairn,2022-10-18,4,0
Poland,2022-10-18,6326617,0
Portugal,2022-10-18,5501123,0
Puerto Rico,2022-10-18,1035028,0
Qatar,2022-10-18,461398,0
Reunion,2022-10-18,477263,0
Romania,2022-10-18,3279623,0
Russia,2022-10-18,21304554,0
Rwanda,2022-10-18,132517,0
Saint Barthelemy,2022-10-18,5313,0
Saint Helena,2022-10-18,2013,0
Saint Kitts and Nevis,2022-10-18,6547,0
Saint Lucia,2022-10-18,29550,0
Saint Martin (French part),2022-10-18,12009,0
Saint Pierre and Miquelon,2022-10-18,3207,0
Saint Vincent and the Grenadines,2022-10-18,9450,0
Samoa,2022-10-18,16230,0
San Marino,2022-10-18,21295,0
Sao Tome and Principe,2022-10-18,6252,0
Saudi Arabia,2022-10-18,818698,0
Senegal,2022-10-18,88611,0
Serbia,2022-10-18,2387682,0
Seychelles,2022-10-18,48183,0
Sierra Leone,2022-10-18,7752,0
Singapore,2022-10-18,2005884,0
Sint Maarten (Dutch part),2022-10-18,10876,0
Slovakia,2022-10-18,1849527,0
Slovenia,2022-10-18,1216451,0
Solomon Islands,2022-10-18,21544,0
Somalia,2022-10-18,27237,0
South Africa,2022-10-18,4023358,0
South America,2022-10-18,64210409,0
South Korea,2022-10-18,25120465,0
South Sudan,2022-10-18,18261,0
Spain,2022-10-18,13558719,0
Sri Lanka,2022-10-18,670921,0
Sudan,2022-10-18,63409,0
Suriname,2022-10-18,81131,0
Sweden,2022-10-18,2608573,0
Switzerland,2022-10-18,4175057,0
Syria,2022-10-18,57333,0
Tajikistan,2022-10-18,17786,0
Tanzania,2022-10-18,39814,0
Thailand,2022-10-18,4687281,0
Togo,2022-10-18,39252,0
Tokelau,2022-10-18,0,0
Tonga,2022-10-18,16182,0
Trinidad and Tobago,2022-10-18,184261,0
Tunisia,2022-10-18,1145930,0
Turkey,2022-10-18,16952979,0
Turkmenistan,2022-10-18,0,0
Turks and Caicos Islands,2022-10-18,6380,0
Tuvalu,2022-10-18,23,0
Uganda,2022-10-18,169281,0
Ukraine,2022-10-18,5237081,0
United Arab Emirates,2022-10-18,1032522,0
United Kingdom,2022-10-18,23824768,0
United States,2022-10-18,95636402,0
United States Virgin Islands,2022-10-18,23240,0
Upper-middle-income countries,2022-10-18,151777803,0
Uruguay,2022-10-18,988527,0
Uzbekistan,2022-10-18,162823,0
Vanuatu,2022-10-18,11976,0
Vatican,2022-10-18,26,0
Venezuela,2022-10-18,545193,0
Vietnam,2022-10-18,11492273,0
Wallis and Futuna,2022-10-18,3415,0
World,2022-10-18,621649225,0
Yemen,2022-10-18,11939,0
Zambia,2022-10-18,333624,0
Zimbabwe,2022-10-18,257893,0
Afghanistan,2022-10-17,201096,0
Africa,2022-10-17,12892210,0
Albania,2022-10-17,331452,0
Algeria,2022-10-17,270736,0
American Samoa,2022-10-17,8251,0
Andorra,2022-10-17,46366,0
Angola,2022-10-17,103299,0
Anguilla,2022-10-17,3866,0
Antigua and Barbuda,2022-10-17,9106,0
Argentina,2022-10-17,9715464,0
Armenia,2022-10-17,443993,0
Aruba,2022-10-17,43251,0
Asia,2022-10-17,185569107,0
Australia,2022-10-17,9962868,0
Austria,2022-10-17,5327745,0
Azerbaijan,2022-10-17,822538,0
Bahamas,2022-10-17,37334,0
Bahrain,2022-10-17,685269,0
Bangladesh,2022-10-17,2032443,0
Barbados,2022-10-17,103014,0
Belarus,2022-10-17,994037,0
Belgium,2022-10-17,4598744,0
Belize,2022-10-17,68909,0
Benin,2022-10-17,27782,0
Bermuda,2022-10-17,18280,0
Bhutan,2022-10-17,62248,0
Bolivia,2022-10-17,1108948,0
Bonaire Sint Eustatius and Saba,2022-10-17,11395,0
Bosnia and Herzegovina,2022-10-17,399446,0
Botswana,2022-10-17,326353,0
Brazil,2022-10-17,34746462,0
British Virgin Islands,2022-10-17,7305,0
Brunei,2022-10-17,234582,0
Bulgaria,2022-10-17,1259329,0
Burkina Faso,2022-10-17,21631,0
Burundi,2022-10-17,50372,0
Cambodia,2022-10-17,137963,0
Cameroon,2022-10-17,123927,0
Canada,2022-10-17,4298975,0
Cape Verde,2022-10-17,62397,0
Cayman Islands,2022-10-17,30809,0
Central African Republic,2022-10-17,15176,0
Chad,2022-10-17,7605,0
Chile,2022-10-17,4674373,0
China,2022-10-17,8370377,0
Colombia,2022-10-17,6308558,0
Comoros,2022-10-17,8571,0
Congo,2022-10-17,25016,0
Cook Islands,2022-10-17,6389,0
Costa Rica,2022-10-17,1130568,0
Cote d'Ivoire,2022-10-17,87574,0
Croatia,2022-10-17,1241383,0
Cuba,2022-10-17,1111251,0
Curacao,2022-10-17,45406,0
Cyprus,2022-10-17,593542,0
Czechia,2022-10-17,4511815,0
Democratic Republic of Congo,2022-10-17,92971,0
Denmark,2022-10-17,3318745,0
Djibouti,2022-10-17,15690,0
Dominica,2022-10-17,15760,0
Dominican Republic,2022-10-17,647205,0
East Timor,2022-10-17,23287,0
Ecuador,2022-10-17,1006922,0
Egypt,2022-10-17,515397,0
El Salvador,2022-10-17,201785,0
Equatorial Guinea,2022-10-17,17020,0
Eritrea,2022-10-17,10182,0
Estonia,2022-10-17,587761,0
Eswatini,2022-10-17,73436,0
Ethiopia,2022-10-17,493781,0
Europe,2022-10-17,231650497,0
European Union (27),2022-10-17,169589324,0
Falkland Islands,2022-10-17,1923,0
Faroe Islands,2022-10-17,34658,0
Fiji,2022-10-17,68248,0
Finland,2022-10-17,1357796,0
France,2022-10-17,35093240,0
French Guiana,2022-10-17,94128,0
French Polynesia,2022-10-17,76731,0
Gabon,2022-10-17,48810,0
Gambia,2022-10-17,12442,0
Georgia,2022-10-17,1798999,0
Germany,2022-10-17,34699539,0
Ghana,2022-10-17,170421,0
Gibraltar,2022-10-17,20121,0
Greece,2022-10-17,4653443,0
Greenland,2022-10-17,11971,0
Grenada,2022-10-17,19574,0
Guadeloupe,2022-10-17,195954,0
Guam,2022-10-17,49009,0
Guatemala,2022-10-17,1132692,0
Guernsey,2022-10-17,31836,0
Guinea,2022-10-17,38047,0
Guinea-Bissau,2022-10-17,8848,0
Guyana,2022-10-17,71399,0
Haiti,2022-10-17,33811,0
High-income countries,2022-10-17,376321437,0
Honduras,2022-10-17,456886,0
Hungary,2022-10-17,2120543,0
Iceland,2022-10-17,204276,0
India,2022-10-17,44628828,0
Indonesia,2022-10-17,6456868,0
Iran,2022-10-17,7554006,0
Iraq,2022-10-17,2461049,0
Ireland,2022-10-17,1669148,0
Isle of Man,2022-10-17,38008,0
Israel,2022-10-17,4672922,0
Italy,2022-10-17,23069745,0
Jamaica,2022-10-17,152236,0
Japan,2022-10-17,21757595,0
Jersey,2022-10-17,61163,0
Jordan,2022-10-17,1746997,0
Kazakhstan,2022-10-17,1484394,0
Kenya,2022-10-17,338571,0
Kiribati,2022-10-17,3430,0
Kosovo,2022-10-17,272076,0
Kuwait,2022-10-17,661333,0
Kyrgyzstan,2022-10-17,88222,0
Laos,2022-10-17,216088,0
Latvia,2022-10-17,941674,0
Lebanon,2022-10-17,1216999,0
Lesotho,2022-10-17,34490,0
Liberia,2022-10-17,7990,0
Libya,2022-10-17,507012,0
Liechtenstein,2022-10-17,20405,0
Lithuania,2022-10-17,1261650,0
Low-income countries,2022-10-17,1876342,0
Lower-middle-income countries,2022-10-17,90550970,0
Luxembourg,2022-10-17,342557,0
Madagascar,2022-10-17,66687,0
Malawi,2022-10-17,88057,0
Malaysia,2022-10-17,4865480,0
Maldives,2022-10-17,185194,0
Mali,2022-10-17,32706,0
Malta,2022-10-17,115014,0
Marshall Islands,2022-10-17,15362,0
Martinique,2022-10-17,223292,0
Mauritania,2022-10-17,63045,0
Mauritius,2022-10-17,264384,0
Mayotte,2022-10-17,40297,0
Mexico,2022-10-17,7127083,0
Micronesia (country),2022-10-17,21815,0
Moldova,2022-10-17,592535,0
Monaco,2022-10-17,15340,0
Mongolia,2022-10-17,983988,0
Montenegro,2022-10-17,241296,0
Montserrat,2022-10-17,1403,0
Morocco,2022-10-17,1265201,0
Mozambique,2022-10-17,230401,0
Myanmar,2022-10-17,628577,0
Namibia,2022-10-17,169882,0
Nauru,2022-10-17,4610,0
Nepal,2022-10-17,1000151,0
Netherlands,2022-10-17,8485278,0
New Caledonia,2022-10-17,74347,0
New Zealand,2022-10-17,1797063,0
Nicaragua,2022-10-17,15120,0
Niger,2022-10-17,9416,0
Nigeria,2022-10-17,265937,0
Niue,2022-10-17,83,0
North America,2022-10-17,115105509,0
North Korea,2022-10-17,0,0
North Macedonia,2022-10-17,343635,0
Northern Mariana Islands,2022-10-17,13171,0
Norway,2022-10-17,1464060,0
Oceania,2022-10-17,12221493,0
Oman,2022-10-17,398689,0
Pakistan,2022-10-17,1572972,0
Palau,2022-10-17,5490,0
Palestine,2022-10-17,703014,0
Panama,2022-10-17,989005,0
Papua New Guinea,2022-10-17,45252,0
Paraguay,2022-10-17,717260,0
Peru,2022-10-17,4150121,0
Philippines,2022-10-17,3980644,0
Pitcairn,2022-10-17,4,0
Poland,2022-10-17,6326617,0
Portugal,2022-10-17,5501123,0
Puerto Rico,2022-10-17,1035028,0
Qatar,2022-10-17,461398,0
Reunion,2022-10-17,477263,0
Romania,2022-10-17,3279623,0
Russia,2022-10-17,21304554,0
Rwanda,2022-10-17,132517,0
Saint Barthelemy,2022-10-17,5313,0
Saint Helena,2022-10-17,2013,0
Saint Kitts and Nevis,2022-10-17,6547,0
Saint Lucia,2022-10-17,29550,0
Saint Martin (French part),2022-10-17,12009,0
Saint Pierre and Miquelon,2022-10-17,3207,0
Saint Vincent and the Grenadines,2022-10-17,9450,0
Samoa,2022-10-17,16230,0
San Marino,2022-10-17,21295,0
Sao Tome and Principe,2022-10-17,6252,0
Saudi Arabia,2022-10-17,818698,0
Senegal,2022-10-17,88611,0
Serbia,2022-10-17,2387682,0
Seychelles,2022-10-17,48183,0
Sierra Leone,2022-10-17,7752,0
Singapore,2022-10-17,2005884,0
Sint Maarten (Dutch part),2022-10-17,10876,0
Slovakia,2022-10-17,1849527,0
Slovenia,2022-10-17,1216451,0
Solomon Islands,2022-10-17,21544,0
Somalia,2022-10-17,27237,0
South Africa,2022-10-17,4023358,0
South America,2022-10-17,64210409,0
South Korea,2022-10-17,25120465,0
South Sudan,2022-10-17,18261,0
Spain,2022-10-17,13558719,0
Sri Lanka,2022-10-17,670921,0
Sudan,2022-10-17,63409,0
Suriname,2022-10-17,81131,0
Sweden,2022-10-17,2608573,0
Switzerland,2022-10-17,4175057,0
Syria,2022-10-17,57333,0
Tajikistan,2022-10-17,17786,0
Tanzania,2022-10-17,39814,0
Thailand,2022-10-17,4687281,0
Togo,2022-10-17,39252,0
Tokelau,2022-10-17,0,0
Tonga,2022-10-17,16182,0
Trinidad and Tobago,2022-10-17,184261,0
Tunisia,2022-10-17,1145930,0
Turkey,2022-10-17,16952979,0
Turkmenistan,2022-10-17,0,0
Turks and Caicos Islands,2022-10-17,6380,0
Tuvalu,2022-10-17,23,0
Uganda,2022-10-17,169281,0
Ukraine,2022-10-17,5237081,0
United Arab Emirates,2022-10-17,1032522,0
United Kingdom,2022-10-17,23824768,0
United States,2022-10-17,95636402,0
United States Virgin Islands,2022-10-17,23240,0
Upper-middle-income countries,2022-10-17,151777803,0
Uruguay,2022-10-17,988527,0
Uzbekistan,2022-10-17,162823,0
Vanuatu,2022-10-17,11976,0
Vatican,2022-10-17,26,0
Venezuela,2022-10-17,545193,0
Vietnam,2022-10-17,11492273,0
Wallis and Futuna,2022-10-17,3415,0
World,2022-10-17,621649225,0
Yemen,2022-10-17,11939,0
Zambia,2022-10-17,333624,0
Zimbabwe,2022-10-17,257893,0
Afghanistan,2022-10-16,201096,897
Africa,2022-10-16,12892210,10349
Albania,2022-10-16,331452,155
Algeria,2022-10-16,270736,29
American Samoa,2022-10-16,8251,1
Andorra,2022-10-16,46366,91
Angola,2022-10-16,103299,42
Anguilla,2022-10-16,3866,0
Antigua and Barbuda,2022-10-16,9106,0
Argentina,2022-10-16,9715464,1870
Armenia,2022-10-16,443993,697
Aruba,2022-10-16,43251,40
Asia,2022-10-16,185569107,866051
Australia,2022-10-16,9962868,31327
Austria,2022-10-16,5327745,90835
Azerbaijan,2022-10-16,822538,434
Bahamas,2022-10-16,37334,16
Bahrain,2022-10-16,685269,2027
Bangladesh,2022-10-16,2032443,2720
Barbados,2022-10-16,103014,405
Belarus,2022-10-16,994037,0
Belgium,2022-10-16,4598744,19437
Belize,2022-10-16,68909,25
Benin,2022-10-16,27782,0
Bermuda,2022-10-16,18280,60
Bhutan,2022-10-16,62248,48
Bolivia,2022-10-16,1108948,300
Bonaire Sint Eustatius and Saba,2022-10-16,11395,29
Bosnia and Herzegovina,2022-10-16,399446,305
Botswana,2022-10-16,326353,4
Brazil,2022-10-16,34746462,31325
British Virgin Islands,2022-10-16,7305,0
Brunei,2022-10-16,234582,2749
Bulgaria,2022-10-16,1259329,5177
Burkina Faso,2022-10-16,21631,0
Burundi,2022-10-16,50372,147
Cambodia,2022-10-16,137963,42
Cameroon,2022-10-16,123927,62
Canada,2022-10-16,4298975,20412
Cape Verde,2022-10-16,62397,8
Cayman Islands,2022-10-16,30809,0
Central African Republic,2022-10-16,15176,96
Chad,2022-10-16,7605,15
Chile,2022-10-16,4674373,25025
China,2022-10-16,8370377,328910
Colombia,2022-10-16,6308558,471
Comoros,2022-10-16,8571,91
Congo,2022-10-16,25016,23
Cook Islands,2022-10-16,6389,0
Costa Rica,2022-10-16,1130568,2966
Cote d'Ivoire,2022-10-16,87574,152
Croatia,2022-10-16,1241383,3696
Cuba,2022-10-16,1111251,18
Curacao,2022-10-16,45406,16
Cyprus,2022-10-16,593542,2759
Czechia,2022-10-16,4511815,19903
Democratic Republic of Congo,2022-10-16,92971,4
Denmark,2022-10-16,3318745,9203
Djibouti,2022-10-16,15690,0
Dominica,2022-10-16,15760,0
Dominican Republic,2022-10-16,647205,321
East Timor,2022-10-16,23287,16
Ecuador,2022-10-16,1006922,664
Egypt,2022-10-16,515397,9
El Salvador,2022-10-16,201785,0
Equatorial Guinea,2022-10-16,17020,71
Eritrea,2022-10-16,10182,5
Estonia,2022-10-16,587761,1063
Eswatini,2022-10-16,73436,0
Ethiopia,2022-10-16,493781,99
Europe,2022-10-16,231650497,1885456
European Union (27),2022-10-16,169589324,1648598
Falkland Islands,2022-10-16,1923,0
Faroe Islands,2022-10-16,34658,0
Fiji,2022-10-16,68248,3
Finland,2022-10-16,1357796,12837
France,2022-10-16,35093240,392073
French Guiana,2022-10-16,94128,55
French Polynesia,2022-10-16,76731,25
Gabon,2022-10-16,48810,38
Gambia,2022-10-16,12442,0
Georgia,2022-10-16,1798999,2229
Germany,2022-10-16,34699539,644986
Ghana,2022-10-16,170421,318
Gibraltar,2022-10-16,20121,26
Greece,2022-10-16,4653443,43578
Greenland,2022-10-16,11971,0
Grenada,2022-10-16,19574,38
Guadeloupe,2022-10-16,195954,361
Guam,2022-10-16,49009,0
Guatemala,2022-10-16,1132692,3977
Guernsey,2022-10-16,31836,291
Guinea,2022-10-16,38047,48
Guinea-Bissau,2022-10-16,8848,0
Guyana,2022-10-16,71399,38
Haiti,2022-10-16,33811,20
High-income countries,2022-10-16,376321437,2548351
Honduras,2022-10-16,456886,222
Hungary,2022-10-16,2120543,12636
Iceland,2022-10-16,204276,217
India,2022-10-16,44628828,16815
Indonesia,2022-10-16,6456868,11920
Iran,2022-10-16,7554006,2649
Iraq,2022-10-16,2461049,205
Ireland,2022-10-16,1669148,2210
Isle of Man,2022-10-16,38008,0
Israel,2022-10-16,4672922,4311
Italy,2022-10-16,23069745,288452
Jamaica,2022-10-16,152236,135
Japan,2022-10-16,21757595,218276
Jersey,2022-10-16,61163,368
Jordan,2022-10-16,1746997,0
Kazakhstan,2022-10-16,1484394,324
Kenya,2022-10-16,338571,78
Kiribati,2022-10-16,3430,0
Kosovo,2022-10-16,272076,30
Kuwait,2022-10-16,661333,666
Kyrgyzstan,2022-10-16,88222,84
Laos,2022-10-16,216088,95
Latvia,2022-10-16,941674,5189
Lebanon,2022-10-16,1216999,361
Lesotho,2022-10-16,34490,0
Liberia,2022-10-16,7990,4
Libya,2022-10-16,507012,2
Liechtenstein,2022-10-16,20405,243
Lithuania,2022-10-16,1261650,4520
Low-income countries,2022-10-16,1876342,1492
Lower-middle-income countries,2022-10-16,90550970,73982
Luxembourg,2022-10-16,342557,4038
Madagascar,2022-10-16,66687,0
Malawi,2022-10-16,88057,16
Malaysia,2022-10-16,4865480,11957
Maldives,2022-10-16,185194,69
Mali,2022-10-16,32706,9
Malta,2022-10-16,115014,147
Marshall Islands,2022-10-16,15362,57
Martinique,2022-10-16,223292,462
Mauritania,2022-10-16,63045,137
Mauritius,2022-10-16,264384,680
Mayotte,2022-10-16,40297,20
Mexico,2022-10-16,7127083,2867
Micronesia (country),2022-10-16,21815,982
Moldova,2022-10-16,592535,623
Monaco,2022-10-16,15340,81
Mongolia,2022-10-16,983988,378
Montenegro,2022-10-16,241296,620
Montserrat,2022-10-16,1403,0
Morocco,2022-10-16,1265201,115
Mozambique,2022-10-16,230401,31
Myanmar,2022-10-16,628577,2119
Namibia,2022-10-16,169882,3088
Nauru,2022-10-16,4610,0
Nepal,2022-10-16,1000151,265
Netherlands,2022-10-16,8485278,22656
New Caledonia,2022-10-16,74347,1
New Zealand,2022-10-16,1797063,25047
Nicaragua,2022-10-16,15120,28
Niger,2022-10-16,9416,1
Nigeria,2022-10-16,265937,121
Niue,2022-10-16,83,2
North America,2022-10-16,115105509,290752
North Korea,2022-10-16,0,0
North Macedonia,2022-10-16,343635,273
Northern Mariana Islands,2022-10-16,13171,0
Norway,2022-10-16,1464060,500
Oceania,2022-10-16,12221493,60218
Oman,2022-10-16,398689,104
Pakistan,2022-10-16,1572972,0
Palau,2022-10-16,5490,0
Palestine,2022-10-16,703014,37
Panama,2022-10-16,989005,725
Papua New Guinea,2022-10-16,45252,119
Paraguay,2022-10-16,717260,221
Peru,2022-10-16,4150121,1664
Philippines,2022-10-16,3980644,14880
Pitcairn,2022-10-16,4,0
Poland,2022-10-16,6326617,11598
Portugal,2022-10-16,5501123,7052
Puerto Rico,2022-10-16,1035028,5811
Qatar,2022-10-16,461398,4579
Reunion,2022-10-16,477263,336
Romania,2022-10-16,3279623,4347
Russia,2022-10-16,21304554,101222
Rwanda,2022-10-16,132517,2
Saint Barthelemy,2022-10-16,5313,11
Saint Helena,2022-10-16,2013,40
Saint Kitts and Nevis,2022-10-16,6547,1
Saint Lucia,2022-10-16,29550,0
Saint Martin (French part),2022-10-16,12009,17
Saint Pierre and Miquelon,2022-10-16,3207,6
Saint Vincent and the Grenadines,2022-10-16,9450,2
Samoa,2022-10-16,16230,0
San Marino,2022-10-16,21295,241
Sao Tome and Principe,2022-10-16,6252,16
Saudi Arabia,2022-10-16,818698,1208
Senegal,2022-10-16,88611,92
Serbia,2022-10-16,2387682,10983
Seychelles,2022-10-16,48183,1042
Sierra Leone,2022-10-16,7752,1
Singapore,2022-10-16,2005884,57482
Sint Maarten (Dutch part),2022-10-16,10876,11
Slovakia,2022-10-16,1849527,2281
Slovenia,2022-10-16,1216451,12986
Solomon Islands,2022-10-16,21544,0
Somalia,2022-10-16,27237,12
South Africa,2022-10-16,4023358,2570
South America,2022-10-16,64210409,62875
South Korea,2022-10-16,25120465,149676
South Sudan,2022-10-16,18261,14
Spain,2022-10-16,13558719,21512
Sri Lanka,2022-10-16,670921,52
Sudan,2022-10-16,63409,65
Suriname,2022-10-16,81131,17
Sweden,2022-10-16,2608573,3427
Switzerland,2022-10-16,4175057,37233
Syria,2022-10-16,57333,11
Tajikistan,2022-10-16,17786,0
Tanzania,2022-10-16,39814,125
Thailand,2022-10-16,4687281,2234
Togo,2022-10-16,39252,63
Tokelau,2022-10-16,0,0
Tonga,2022-10-16,16182,0
Trinidad and Tobago,2022-10-16,184261,437
Tunisia,2022-10-16,1145930,101
Turkey,2022-10-16,16952979,15482
Turkmenistan,2022-10-16,0,0
Turks and Caicos Islands,2022-10-16,6380,0
Tuvalu,2022-10-16,23,0
Uganda,2022-10-16,169281,0
Ukraine,2022-10-16,5237081,22914
United Arab Emirates,2022-10-16,1032522,2044
United Kingdom,2022-10-16,23824768,60442
United States,2022-10-16,95636402,251280
United States Virgin Islands,2022-10-16,23240,33
Upper-middle-income countries,2022-10-16,151777803,547261
Uruguay,2022-10-16,988527,964
Uzbekistan,2022-10-16,162823,87
Vanuatu,2022-10-16,11976,0
Vatican,2022-10-16,26,0
Venezuela,2022-10-16,545193,261
Vietnam,2022-10-16,11492273,6912
Wallis and Futuna,2022-10-16,3415,2654
World,2022-10-16,621649225,3175701
Yemen,2022-10-16,11939,0
Zambia,2022-10-16,333624,69
Zimbabwe,2022-10-16,257893,238
Afghanistan,2022-10-15,200199,0
Africa,2022-10-15,12881861,0
Albania,2022-10-15,331297,0
Algeria,2022-10-15,270707,0
American Samoa,2022-10-15,8250,0
Andorra,2022-10-15,46275,0
Angola,2022-10-15,103257,0
Anguilla,2022-10-15,3866,0
Antigua and Barbuda,2022-10-15,9106,0
Argentina,2022-10-15,9713594,0
Armenia,2022-10-15,443296,0
Aruba,2022-10-15,43211,0
Asia,2022-10-15,184703056,0
Australia,2022-10-15,9931541,0
Austria,2022-10-15,5236910,0
Azerbaijan,2022-10-15,822104,0
Bahamas,2022-10-15,37318,0
Bahrain,2022-10-15,683242,0
Bangladesh,2022-10-15,2029723,0
Barbados,2022-10-15,102609,0
Belarus,2022-10-15,994037,0
Belgium,2022-10-15,4579307,0
Belize,2022-10-15,68884,0
Benin,2022-10-15,27782,0
Bermuda,2022-10-15,18220,0
Bhutan,2022-10-15,62200,0
Bolivia,2022-10-15,1108648,0
Bonaire Sint Eustatius and Saba,2022-10-15,11366,0
Bosnia and Herzegovina,2022-10-15,399141,0
Botswana,2022-10-15,326349,0
Brazil,2022-10-15,34715137,0
British Virgin Islands,2022-10-15,7305,0
Brunei,2022-10-15,231833,0
Bulgaria,2022-10-15,1254152,0
Burkina Faso,2022-10-15,21631,0
Burundi,2022-10-15,50225,0
Cambodia,2022-10-15,137921,0
Cameroon,2022-10-15,123865,0
Canada,2022-10-15,4278563,0
Cape Verde,2022-10-15,62389,0
Cayman Islands,2022-10-15,30809,0
Central African Republic,2022-10-15,15080,0
Chad,2022-10-15,7590,0
Chile,2022-10-15,4649348,0
China,2022-10-15,8041467,0
Colombia,2022-10-15,6308087,0
Comoros,2022-10-15,8480,0
Congo,2022-10-15,24993,0
Cook Islands,2022-10-15,6389,0
Costa Rica,2022-10-15,1127602,0
Cote d'Ivoire,2022-10-15,87422,0
Croatia,2022-10-15,1237687,0
Cuba,2022-10-15,1111233,0
Curacao,2022-10-15,45390,0
Cyprus,2022-10-15,590783,0
Czechia,2022-10-15,4491912,0
Democratic Republic of Congo,2022-10-15,92967,0
Denmark,2022-10-15,3309542,0
Djibouti,2022-10-15,15690,0
Dominica,2022-10-15,15760,0
Dominican Republic,2022-10-15,646884,0
East Timor,2022-10-15,23271,0
Ecuador,2022-10-15,1006258,0
Egypt,2022-10-15,515388,0
El Salvador,2022-10-15,201785,0
Equatorial Guinea,2022-10-15,16949,0
Eritrea,2022-10-15,10177,0
Estonia,2022-10-15,586698,0
Eswatini,2022-10-15,73436,0
Ethiopia,2022-10-15,493682,0
Europe,2022-10-15,229765041,0
European Union (27),2022-10-15,167940726,0
Falkland Islands,2022-10-15,1923,0
Faroe Islands,2022-10-15,34658,0
Fiji,2022-10-15,68245,0
Finland,2022-10-15,1344959,0
France,2022-10-15,34701167,0
French Guiana,2022-10-15,94073,0
French Polynesia,2022-10-15,76706,0
Gabon,2022-10-15,48772,0
Gambia,2022-10-15,12442,0
Georgia,2022-10-15,1796770,0
Germany,2022-10-15,34054553,0
Ghana,2022-10-15,170103,0
Gibraltar,2022-10-15,20095,0
Greece,2022-10-15,4609865,0
Greenland,2022-10-15,11971,0
Grenada,2022-10-15,19536,0
Guadeloupe,2022-10-15,195593,0
Guam,2022-10-15,49009,0
Guatemala,2022-10-15,1128715,0
Guernsey,2022-10-15,31545,0
Guinea,2022-10-15,37999,0
Guinea-Bissau,2022-10-15,8848,0
Guyana,2022-10-15,71361,0
Haiti,2022-10-15,33791,0
High-income countries,2022-10-15,373773086,0
Honduras,2022-10-15,456664,0
Hungary,2022-10-15,2107907,0
Iceland,2022-10-15,204059,0
India,2022-10-15,44612013,0
Indonesia,2022-10-15,6444948,0
Iran,2022-10-15,7551357,0
Iraq,2022-10-15,2460844,0
Ireland,2022-10-15,1666938,0
Isle of Man,2022-10-15,38008,0
Israel,2022-10-15,4668611,0
Italy,2022-10-15,22781293,0
Jamaica,2022-10-15,152101,0
Japan,2022-10-15,21539319,0
Jersey,2022-10-15,60795,0
Jordan,2022-10-15,1746997,0
Kazakhstan,2022-10-15,1484070,0
Kenya,2022-10-15,338493,0
Kiribati,2022-10-15,3430,0
Kosovo,2022-10-15,272046,0
Kuwait,2022-10-15,660667,0
Kyrgyzstan,2022-10-15,88138,0
Laos,2022-10-15,215993,0
Latvia,2022-10-15,936485,0
Lebanon,2022-10-15,1216638,0
Lesotho,2022-10-15,34490,0
Liberia,2022-10-15,7986,0
Libya,2022-10-15,507010,0
Liechtenstein,2022-10-15,20162,0
Lithuania,2022-10-15,1257130,0
Low-income countries,2022-10-15,1874850,0
Lower-middle-income countries,2022-10-15,90476988,0
Luxembourg,2022-10-15,338519,0
Madagascar,2022-10-15,66687,0
Malawi,2022-10-15,88041,0
Malaysia,2022-10-15,4853523,0
Maldives,2022-10-15,185125,0
Mali,2022-10-15,32697,0
Malta,2022-10-15,114867,0
Marshall Islands,2022-10-15,15305,0
Martinique,2022-10-15,222830,0
Mauritania,2022-10-15,62908,0
Mauritius,2022-10-15,263704,0
Mayotte,2022-10-15,40277,0
Mexico,2022-10-15,7124216,0
Micronesia (country),2022-10-15,20833,0
Moldova,2022-10-15,591912,0
