fecha,valor
2017-05-23,411
2017-05-24,405
2017-05-25,410
2017-05-26,408
2017-05-30,406
2017-05-31,407
2017-06-01,402
2017-06-02,398
2017-06-05,397
2017-06-06,395
2017-06-07,396
2017-06-08,395
2017-06-09,397
2017-06-12,399
2017-06-13,396
2017-06-14,399
2017-06-15,404
2017-06-16,407
2017-06-19,411
2017-06-20,426
2017-06-21,431
2017-06-22,423
2017-06-23,419
2017-06-26,414
2017-06-27,421
2017-06-28,424
2017-06-29,435
2017-06-30,432
2017-07-03,430
2017-07-05,436
2017-07-06,445
2017-07-07,443
2017-07-10,435
2017-07-11,433
2017-07-12,430
2017-07-13,429
2017-07-14,426
2017-07-17,425
2017-07-18,435
2017-07-19,436
2017-07-20,437
2017-07-21,440
2017-07-24,444
2017-07-25,442
2017-07-26,436
2017-07-27,433
2017-07-28,440
2017-07-31,448
2017-08-01,449
2017-08-02,451
2017-08-03,454
2017-08-04,455
2017-08-07,456
2017-08-08,448
2017-08-09,453
2017-08-10,461
2017-08-11,452
2017-08-14,426
2017-08-15,417
2017-08-16,414
2017-08-17,424
2017-08-18,418
2017-08-21,420
2017-08-22,417
2017-08-23,416
2017-08-24,412
2017-08-25,404
2017-08-28,404
2017-08-29,404
2017-08-30,396
2017-08-31,402
2017-09-01,397
2017-09-05,403
2017-09-06,402
2017-09-07,402
2017-09-08,400
2017-09-11,395
2017-09-12,394
2017-09-13,384
2017-09-14,385
2017-09-15,383
2017-09-18,380
2017-09-19,381
2017-09-20,380
2017-09-21,381
2017-09-22,379
2017-09-25,386
2017-09-26,387
2017-09-27,389
2017-09-28,384
2017-09-29,377
2017-10-02,377
2017-10-03,374
2017-10-04,371
2017-10-05,368
2017-10-06,371
2017-10-10,372
2017-10-11,367
2017-10-12,363
2017-10-13,358
2017-10-16,355
2017-10-17,353
2017-10-18,352
2017-10-19,359
2017-10-20,358
2017-10-23,351
2017-10-24,357
2017-10-25,358
2017-10-26,369
2017-10-27,363
2017-10-30,353
2017-10-31,361
2017-11-01,365
2017-11-02,361
2017-11-03,368
2017-11-06,374
2017-11-07,384
2017-11-08,383
2017-11-09,386
2017-11-10,381
2017-11-13,380
2017-11-14,381
2017-11-15,388
2017-11-16,373
2017-11-17,366
2017-11-20,368
2017-11-21,363
2017-11-22,363
2017-11-24,363
2017-11-27,361
2017-11-28,356
2017-11-29,358
2017-11-30,357
2017-12-01,359
2017-12-04,355
2017-12-05,356
2017-12-06,363
2017-12-07,365
2017-12-08,368
2017-12-11,366
2017-12-12,364
2017-12-13,363
2017-12-14,361
2017-12-15,361
2017-12-18,355
2017-12-19,350
2017-12-20,346
2017-12-21,347
2017-12-22,347
2017-12-26,348
2017-12-27,350
2017-12-28,349
2017-12-29,351
2018-01-02,347
2018-01-03,355
2018-01-04,356
2018-01-05,362
2018-01-08,365
2018-01-09,361
2018-01-10,364
2018-01-11,363
2018-01-12,364
2018-01-15,364
2018-01-16,362
2018-01-17,360
2018-01-18,359
2018-01-19,363
2018-01-22,365
2018-01-23,367
2018-01-24,369
2018-01-25,373
2018-01-26,372
2018-01-29,376
2018-01-30,379
2018-01-31,374
2018-02-01,373
2018-02-02,376
2018-02-05,396
2018-02-06,394
2018-02-07,383
2018-02-08,405
2018-02-09,426
2018-02-12,413
2018-02-13,423
2018-02-14,415
2018-02-15,397
2018-02-16,391
2018-02-20,397
2018-02-21,393
2018-02-22,402
2018-02-23,404
2018-02-26,397
2018-02-27,397
2018-02-28,404
2018-03-01,417
2018-03-02,412
2018-03-05,410
2018-03-06,408
2018-03-07,414
2018-03-08,407
2018-03-09,388
2018-03-12,392
2018-03-13,399
2018-03-14,403
2018-03-15,412
2018-03-16,409
2018-03-19,420
2018-03-20,411
2018-03-21,409
2018-03-22,419
2018-03-23,425
2018-03-26,418
2018-03-27,420
2018-03-28,418
2018-03-29,420
2018-04-02,425
2018-04-03,417
2018-04-04,417
2018-04-05,408
2018-04-06,419
2018-04-09,415
2018-04-10,408
2018-04-11,406
2018-04-12,397
2018-04-13,398
2018-04-16,401
2018-04-17,401
2018-04-18,398
2018-04-19,399
2018-04-20,400
2018-04-23,401
2018-04-24,403
2018-04-25,402
2018-04-26,418
2018-04-27,419
2018-04-30,430
2018-05-01,431
2018-05-02,443
2018-05-03,470
2018-05-04,454
2018-05-07,471
2018-05-08,489
2018-05-09,491
2018-05-10,469
2018-05-11,480
2018-05-14,500
2018-05-15,482
2018-05-16,450
2018-05-17,453
2018-05-18,461
2018-05-21,459
2018-05-22,456
2018-05-23,454
2018-05-24,456
2018-05-25,463
2018-05-28,463
2018-05-29,499
2018-05-30,504
2018-05-31,524
2018-06-01,515
2018-06-04,483
2018-06-05,475
2018-06-06,468
2018-06-07,481
2018-06-08,476
2018-06-11,487
2018-06-12,503
2018-06-13,507
2018-06-14,539
2018-06-15,551
2018-06-18,566
2018-06-19,564
2018-06-20,557
2018-06-21,545
2018-06-22,535
2018-06-25,548
2018-06-26,559
2018-06-27,586
2018-06-28,595
2018-06-29,610
2018-07-02,607
2018-07-03,590
2018-07-04,590
2018-07-05,581
2018-07-06,567
2018-07-09,566
2018-07-10,569
2018-07-11,580
2018-07-12,575
2018-07-13,571
2018-07-16,577
2018-07-17,585
2018-07-18,578
2018-07-19,585
2018-07-20,575
2018-07-23,575
2018-07-24,578
2018-07-25,576
2018-07-26,556
2018-07-27,551
2018-07-30,552
2018-07-31,558
2018-08-01,562
2018-08-02,571
2018-08-03,571
2018-08-06,583
2018-08-07,593
2018-08-08,610
2018-08-09,634
2018-08-10,700
2018-08-13,748
2018-08-14,696
2018-08-15,699
2018-08-16,663
2018-08-17,671
2018-08-20,685
2018-08-21,686
2018-08-22,690
2018-08-23,696
2018-08-24,700
2018-08-27,688
2018-08-28,689
2018-08-29,728
2018-08-30,776
2018-08-31,771
2018-09-03,771
2018-09-04,783
2018-09-05,744
2018-09-06,729
2018-09-07,725
2018-09-10,745
2018-09-11,741
2018-09-12,699
2018-09-13,695
2018-09-14,661
2018-09-17,649
2018-09-18,656
2018-09-19,622
2018-09-20,601
2018-09-21,588
2018-09-24,612
2018-09-25,603
2018-09-26,614
2018-09-27,593
2018-09-28,623
2018-10-01,629
2018-10-02,632
2018-10-03,626
2018-10-04,656
2018-10-05,669
2018-10-08,669
2018-10-09,661
2018-10-10,681
2018-10-11,686
2018-10-12,657
2018-10-15,635
2018-10-16,636
2018-10-17,655
2018-10-18,663
2018-10-19,661
2018-10-22,665
2018-10-23,665
2018-10-24,676
2018-10-25,667
2018-10-26,670
2018-10-29,672
2018-10-30,665
2018-10-31,652
2018-11-01,635
2018-11-02,609
2018-11-03,609
2018-11-04,609
2018-11-05,604
2018-11-06,600
2018-11-07,597
2018-11-08,607
2018-11-09,617
2018-11-10,617
2018-11-11,617
2018-11-12,617
2018-11-13,637
2018-11-14,642
2018-11-15,649
2018-11-16,656
2018-11-17,659
2018-11-18,659
2018-11-19,666
2018-11-20,693
2018-11-21,686
2018-11-22,686
2018-11-23,688
2018-11-24,683
2018-11-25,683
2018-11-26,695
2018-11-27,714
2018-11-28,705
2018-11-29,709
2018-11-30,706
2018-12-01,702
2018-12-02,702
2018-12-03,698
2018-12-04,724
2018-12-05,724
2018-12-06,729
2018-12-07,729
2018-12-08,729
2018-12-09,729
2018-12-10,752
2018-12-11,754
2018-12-12,741
2018-12-13,747
2018-12-14,762
2018-12-15,762
2018-12-16,762
2018-12-17,782
2018-12-18,787
2018-12-19,792
2018-12-20,804
2018-12-21,822
2018-12-22,822
2018-12-23,822
2018-12-24,829
2018-12-25,829
2018-12-26,833
2018-12-27,837
2018-12-28,811
2018-12-29,811
2018-12-30,811
2018-12-31,814
2019-01-01,817
2019-01-02,793
2019-01-03,769
2019-01-04,732
2019-01-05,732
2019-01-06,732
2019-01-07,716
2019-01-08,727
2019-01-09,714
2019-01-10,706
2019-01-11,704
2019-01-12,704
2019-01-13,704
2019-01-14,698
2019-01-15,696
2019-01-16,690
2019-01-17,685
2019-01-18,672
2019-01-19,672
2019-01-20,672
2019-01-21,672
2019-01-22,688
2019-01-23,669
2019-01-24,657
2019-01-25,666
2019-01-26,666
2019-01-27,666
2019-01-28,682
2019-01-29,694
2019-01-30,688
2019-01-31,674
2019-02-01,654
2019-02-02,654
2019-02-03,654
2019-02-04,648
2019-02-05,633
2019-02-06,652
2019-02-07,668
2019-02-08,672
2019-02-09,672
2019-02-10,672
2019-02-11,679
2019-02-12,670
2019-02-13,663
2019-02-14,675
2019-02-15,689
2019-02-16,689
2019-02-17,689
2019-02-18,689
2019-02-19,700
2019-02-20,708
2019-02-21,708
2019-02-22,695
2019-02-23,695
2019-02-24,695
2019-02-25,689
2019-02-26,693
2019-02-27,688
2019-02-28,699
2019-03-01,719
2019-03-02,719
2019-03-03,719
2019-03-04,732
2019-03-05,747
2019-03-06,750
2019-03-07,783
2019-03-08,767
2019-03-09,767
2019-03-10,767
2019-03-11,742
2019-03-12,744
2019-03-13,749
2019-03-14,735
2019-03-15,724
2019-03-16,724
2019-03-17,724
2019-03-18,727
2019-03-19,726
2019-03-20,732
2019-03-21,730
2019-03-22,768
2019-03-23,768
2019-03-24,768
2019-03-25,770
2019-03-26,760
2019-03-27,791
2019-03-28,790
2019-03-29,772
2019-03-30,772
2019-03-31,772
2019-04-01,762
2019-04-02,762
2019-04-03,755
2019-04-04,773
2019-04-05,783
2019-04-06,783
2019-04-07,783
2019-04-08,809
2019-04-09,814
2019-04-10,817
2019-04-11,813
2019-04-12,806
2019-04-13,806
2019-04-14,806
2019-04-15,808
2019-04-16,801
2019-04-17,835
2019-04-18,854
2019-04-19,854
2019-04-20,854
2019-04-21,854
2019-04-22,846
2019-04-23,868
2019-04-24,963
2019-04-25,935
2019-04-26,967
2019-04-27,967
2019-04-28,967
2019-04-29,940
2019-04-30,952
2019-05-01,961
2019-05-02,964
2019-05-03,926
2019-05-04,926
2019-05-05,926
2019-05-06,911
2019-05-07,919
2019-05-08,901
2019-05-09,899
2019-05-10,899
2019-05-11,899
2019-05-12,899
2019-05-13,943
2019-05-14,924
2019-05-15,912
2019-05-16,920
2019-05-17,946
2019-05-18,946
2019-05-19,946
2019-05-20,911
2019-05-21,886
2019-05-22,913
2019-05-23,922
2019-05-24,905
2019-05-25,905
2019-05-26,905
2019-05-27,903
2019-05-28,915
2019-05-29,934
2019-05-30,941
2019-05-31,985
2019-06-01,985
2019-06-02,985
2019-06-03,1013
2019-06-04,970
2019-06-05,970
2019-06-06,952
2019-06-07,948
2019-06-08,948
2019-06-09,948
2019-06-10,934
2019-06-11,849
2019-06-12,853
2019-06-13,843
2019-06-14,851
2019-06-15,851
2019-06-16,851
2019-06-17,855
2019-06-18,832
2019-06-19,826
2019-06-20,826
2019-06-21,824
2019-06-22,824
2019-06-23,824
2019-06-24,855
2019-06-25,880
2019-06-26,877
2019-06-27,854
2019-06-28,829
2019-06-29,829
2019-06-30,829
2019-07-01,811
2019-07-02,806
2019-07-03,793
2019-07-04,795
2019-07-05,787
2019-07-06,787
2019-07-07,787
2019-07-08,804
2019-07-09,785
2019-07-10,787
2019-07-11,792
2019-07-12,779
2019-07-13,779
2019-07-14,779
2019-07-15,775
2019-07-16,778
2019-07-17,785
2019-07-18,792
2019-07-19,784
2019-07-20,784
2019-07-21,784
2019-07-22,784
2019-07-23,783
2019-07-24,811
2019-07-25,820
2019-07-26,793
2019-07-27,793
2019-07-28,793
2019-07-29,783
2019-07-30,787
2019-07-31,784
2019-08-01,818
2019-08-02,832
2019-08-03,832
2019-08-04,832
2019-08-05,904
2019-08-06,897
2019-08-07,897
2019-08-08,895
2019-08-09,860
2019-08-10,860
2019-08-11,860
2019-08-12,1460
2019-08-13,1771
2019-08-14,1946
2019-08-15,1735
2019-08-16,1658
2019-08-17,1658
2019-08-18,1658
2019-08-19,1883
2019-08-20,1859
2019-08-21,1821
2019-08-22,1821
2019-08-23,1821
2019-08-24,1821
2019-08-25,1821
2019-08-26,1820
2019-08-27,2001
2019-08-28,2112
2019-08-29,2112
2019-08-30,2533
2019-08-31,2533
2019-09-01,2533
2019-09-02,2534
2019-09-03,2531
2019-09-04,2338
2019-09-05,2204
2019-09-06,2029
2019-09-07,2029
2019-09-08,2029
2019-09-09,2060
2019-09-10,2094
2019-09-11,2077
2019-09-12,2104
2019-09-13,2172
2019-09-14,2172
2019-09-15,2172
2019-09-16,2223
2019-09-17,2150
2019-09-18,2084
2019-09-19,2117
2019-09-20,2099
2019-09-21,2099
2019-09-22,2099
2019-09-23,2163
2019-09-24,2227
2019-09-25,2209
2019-09-26,2234
2019-09-27,2157
2019-09-28,2157
2019-09-29,2157
2019-09-30,2130
2019-10-01,2159
2019-10-02,2182
2019-10-03,2191
2019-10-04,2164
2019-10-05,2164
2019-10-06,2164
2019-10-07,2104
2019-10-08,2084
2019-10-09,2030
2019-10-10,1877
2019-10-11,1888
2019-10-12,1888
2019-10-13,1888
2019-10-14,1888
2019-10-15,1933
2019-10-16,2013
2019-10-17,2015
2019-10-18,2057
2019-10-19,2057
2019-10-20,2057
2019-10-21,2130
2019-10-22,2216
2019-10-23,2145
2019-10-24,2145
2019-10-25,2137
2019-10-26,2137
2019-10-27,2137
2019-10-28,2174
2019-10-29,2174
2019-10-30,2238
2019-10-31,2278
2019-11-01,2275
2019-11-04,2270
2019-11-05,2282
2019-11-06,2331
2019-11-07,2342
2019-11-08,2437
2019-11-09,2437
2019-11-10,2437
2019-11-11,2438
2019-11-12,2505
2019-11-13,2513
2019-11-14,2437
2019-11-15,2445
2019-11-16,2445
2019-11-17,2445
2019-11-18,2463
2019-11-19,2362
2019-11-20,2274
2019-11-21,2225
2019-11-22,2250
2019-11-23,2250
2019-11-24,2250
2019-11-25,2306
2019-11-26,2279
2019-11-27,2266
2019-11-28,2265
2019-11-29,2273
2019-11-30,2273
2019-12-01,2273
2019-12-02,2386
2019-12-03,2406
2019-12-04,2359
2019-12-05,2382
2019-12-06,2321
2019-12-07,2321
2019-12-08,2321
2019-12-09,2188
2019-12-10,2189
2019-12-11,2153
2019-12-12,2101
2019-12-13,2114
2019-12-14,2114
2019-12-15,2114
2019-12-16,2137
2019-12-17,1977
2019-12-18,1897
2019-12-19,1943
2019-12-20,1909
2019-12-21,1909
2019-12-22,1909
2019-12-23,1873
2019-12-24,1873
2019-12-25,1873
2019-12-26,1809
2019-12-27,1771
2019-12-28,1771
2019-12-29,1771
2019-12-30,1770
2019-12-31,1770
2020-01-01,1770
2020-01-02,1833
2020-01-03,1947
2020-01-04,1947
2020-01-05,1947
2020-01-06,1943
2020-01-07,1913
2020-01-08,1898
2020-01-09,1852
2020-01-10,1818
2020-01-11,1818
2020-01-12,1818
2020-01-13,1828
2020-01-14,1854
2020-01-15,1821
2020-01-16,1807
2020-01-17,1831
2020-01-18,1831
2020-01-19,1831
2020-01-20,1832
2020-01-21,1924
2020-01-22,1984
2020-01-23,1997
2020-01-24,2080
2020-01-25,2080
2020-01-26,2080
2020-01-27,2146
2020-01-28,2102
2020-01-29,2040
2020-01-30,2052
2020-01-31,2090
2020-02-01,2090
2020-02-02,2090
2020-02-03,2015
2020-02-04,1891
2020-02-05,1894
2020-02-06,1912
2020-02-07,1875
2020-02-08,1875
2020-02-09,1875
2020-02-10,1893
2020-02-11,1997
2020-02-12,1961
2020-02-13,2055
2020-02-14,2029
2020-02-15,2029
2020-02-16,2029
2020-02-17,2030
2020-02-18,2063
2020-02-19,2053
2020-02-20,2094
2020-02-21,2058
2020-02-22,2058
2020-02-23,2058
2020-02-24,2074
2020-02-25,2094
2020-02-26,2106
2020-02-27,2184
2020-02-28,2263
2020-02-29,2263
2020-03-01,2263
2020-03-02,2262
2020-03-03,2224
2020-03-04,2208
2020-03-05,2353
2020-03-06,2414
2020-03-07,2414
2020-03-08,2414
2020-03-09,2794
2020-03-10,2803
2020-03-11,2971
2020-03-12,3225
2020-03-13,3103
2020-03-14,3103
2020-03-15,3103
2020-03-16,3544
2020-03-17,3611
2020-03-18,4040
2020-03-19,4115
2020-03-20,4064
2020-03-21,4064
2020-03-22,4064
2020-03-23,4519
2020-03-24,4295
2020-03-25,4260
2020-03-26,4148
2020-03-27,4166
2020-03-28,4166
2020-03-29,4166
2020-03-30,4050
2020-03-31,3884
2020-04-01,3962
2020-04-02,3877
2020-04-03,3708
2020-04-04,3708
2020-04-05,3708
2020-04-06,3617
2020-04-07,3753
2020-04-08,3921
2020-04-09,3858
2020-04-10,3858
2020-04-11,3858
2020-04-12,3858
2020-04-13,3928
2020-04-14,3879
2020-04-15,4040
2020-04-16,3985
2020-04-17,3487
2020-04-18,3487
2020-04-19,3487
2020-04-20,3460
2020-04-21,3696
2020-04-22,3846
2020-04-23,4056
2020-04-24,4068
2020-04-25,4068
2020-04-26,4068
2020-04-27,4055
2020-04-28,4004
2020-04-29,4051
2020-04-30,3499
2020-05-01,3565
2020-05-02,3565
2020-05-03,3565
2020-05-04,3633
2020-05-05,3496
2020-05-06,3362
2020-05-07,3324
2020-05-08,3319
2020-05-09,3319
2020-05-10,3319
2020-05-11,3075
2020-05-12,3009
2020-05-13,3051
2020-05-14,3043
2020-05-15,2837
2020-05-16,2837
2020-05-17,2837
2020-05-18,2694
2020-05-19,2783
2020-05-20,2782
2020-05-21,2788
2020-05-22,2765
2020-05-23,2765
2020-05-24,2765
2020-05-25,2765
2020-05-26,2520
2020-05-27,2676
2020-05-28,2751
2020-05-29,2634
2020-05-30,2634
2020-05-31,2634
2020-06-01,2622
2020-06-02,2579
2020-06-03,2477
2020-06-04,2573
2020-06-05,2539
2020-06-06,2539
2020-06-07,2539
2020-06-08,2472
2020-06-09,2597
2020-06-10,2523
2020-06-11,2616
2020-06-12,2573
2020-06-13,2573
2020-06-14,2573
2020-06-15,2609
2020-06-16,2518
2020-06-17,2554
2020-06-18,2614
